
1 	 60.728983 	 60.728983
2 	 60.728983 	 54.621093
3 	 60.728983 	 54.476937
4 	 60.728983 	 56.307078
5 	 60.728983 	 54.556821
6 	 60.728983 	 54.503930
7 	 60.728983 	 56.219391
8 	 60.728983 	 56.689672
9 	 60.728983 	 57.287526
10 	 60.728983 	 67.408930
11 	 60.728983 	 61.770498
12 	 60.728983 	 73.713012
13 	 60.728983 	 69.285371
14 	 60.728983 	 55.567479
15 	 60.728983 	 55.186224
16 	 60.728983 	 54.959230
17 	 60.728983 	 54.761911
18 	 60.728983 	 55.265721
19 	 60.728983 	 54.824360
20 	 60.728983 	 54.691959
21 	 60.728983 	 85.962523
22 	 60.728983 	 68.818676
23 	 60.728983 	 54.817960
24 	 60.728983 	 54.630978
25 	 60.728983 	 54.598922
26 	 60.728983 	 55.350811
27 	 60.728983 	 54.553283
28 	 60.728983 	 57.745436
29 	 60.728983 	 54.655736
30 	 60.728983 	 54.660121
31 	 60.728983 	 54.635510
32 	 60.728983 	 54.594021
