1 	 21.171239 	 21.171239
2 	 21.171239 	 29.552259
3 	 21.171239 	 38.898606
4 	 21.171239 	 50.921689
5 	 21.171239 	 62.391250
6 	 21.171239 	 76.646291
7 	 21.171239 	 91.956695
8 	 21.171239 	 108.739113
9 	 21.171239 	 127.457952
10 	 21.171239 	 149.283082
11 	 21.171239 	 168.116899
12 	 21.171239 	 190.311230
13 	 21.171239 	 215.323103
14 	 21.171239 	 259.989399
15 	 21.171239 	 297.616827
16 	 21.171239 	 313.893084
17 	 21.171239 	 349.316342
18 	 21.171239 	 420.603024
19 	 21.171239 	 423.418412
