1 	 94.768892 	 94.768892
2 	 94.768892 	 57.901515
3 	 94.768892 	 39.289405
4 	 94.768892 	 30.125435
5 	 94.768892 	 24.930531
6 	 94.768892 	 20.940276
7 	 94.768892 	 18.276959
8 	 94.768892 	 15.606544
9 	 94.768892 	 14.391479
10 	 94.768892 	 13.495738
11 	 94.768892 	 13.581548
12 	 94.768892 	 13.116199
13 	 94.768892 	 13.303325
14 	 94.768892 	 13.161034
15 	 94.768892 	 12.409094
16 	 94.768892 	 12.241647
17 	 94.768892 	 13.648259
18 	 94.768892 	 13.238652
19 	 94.768892 	 12.593193
20 	 94.768892 	 12.097802
21 	 94.768892 	 11.356770
22 	 94.768892 	 11.183738
23 	 94.768892 	 11.127439
24 	 94.768892 	 11.178596
25 	 94.768892 	 10.822276
26 	 94.768892 	 10.530126
27 	 94.768892 	 10.578234
28 	 94.768892 	 9.977373
29 	 94.768892 	 10.223067
30 	 94.768892 	 9.794957
31 	 94.768892 	 9.580122
32 	 94.768892 	 9.290035
